Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,WorkLifeBalance,YearsAtCompany,Gender,JobRole,EmployeeID
21,No,Research & Development,3,2,Medical,4,3,Single,3230,1,4,3,Male,Research Scientist,23450646
37,No,Research & Development,1,4,Medical,1,4,Divorced,13603,2,3,5,Female,Research Director,26531180
35,No,Research & Development,22,3,Life Sciences,2,2,Divorced,11996,7,2,7,Female,Manager,55695753
38,No,Sales,7,2,Medical,1,1,Divorced,5605,1,3,8,Female,Sales Executive,18080045
26,No,Research & Development,1,3,Life Sciences,3,2,Divorced,6397,1,1,6,Female,Manufacturing Director,69161375
50,No,Research & Development,4,1,Life Sciences,1,2,Divorced,19144,3,2,10,Male,Research Director,65724620
53,No,Research & Development,3,4,Medical,3,3,Married,17584,3,2,5,Male,Research Director,24279128
42,No,Sales,1,1,Life Sciences,2,3,Married,4907,1,3,20,Male,Sales Executive,72976508
29,No,Sales,2,2,Life Sciences,2,4,Single,4554,1,2,10,Male,Sales Executive,74522705
55,No,Research & Development,20,2,Technical Degree,2,4,Married,5415,3,3,10,Male,Laboratory Technician,21650645
26,No,Research & Development,11,2,Medical,1,1,Married,4741,1,3,5,Male,Healthcare Representative,36911099
37,No,Research & Development,1,3,Life Sciences,4,4,Single,2115,1,3,17,Female,Research Scientist,52521119
44,Yes,Research & Development,24,3,Life Sciences,4,3,Divorced,3161,3,1,1,Male,Laboratory Technician,22894536
38,No,Research & Development,23,4,Life Sciences,4,4,Divorced,5745,9,3,2,Male,Healthcare Representative,25356954
26,Yes,Research & Development,16,4,Medical,1,2,Divorced,2373,2,3,3,Male,Laboratory Technician,81029631
28,No,Research & Development,8,2,Life Sciences,4,4,Single,3310,1,3,5,Female,Research Scientist,70602620
49,No,Research & Development,10,4,Life Sciences,3,1,Single,18665,9,3,3,Female,Research Director,14498373
36,No,Research & Development,3,3,Technical Degree,3,2,Single,4485,4,3,8,Male,Research Scientist,24430773
31,No,Sales,5,3,Marketing,4,2,Divorced,2789,1,2,2,Female,Sales Representative,86901257
26,Yes,Sales,4,4,Marketing,4,4,Single,5828,1,3,8,Male,Sales Executive,27657204
37,No,Research & Development,9,3,Medical,2,4,Married,2326,1,2,4,Male,Research Scientist,61506734
42,No,Sales,26,3,Marketing,3,2,Married,13525,5,4,20,Female,Sales Executive,52148067
18,Yes,Research & Development,3,3,Life Sciences,3,3,Single,1420,1,3,0,Male,Laboratory Technician,80271988
35,No,Sales,16,3,Marketing,3,2,Married,8020,0,2,11,Male,Sales Executive,25781153
36,No,Research & Development,18,4,Life Sciences,3,4,Married,3688,4,3,1,Male,Laboratory Technician,58766522
51,No,Research & Development,2,3,Medical,4,2,Divorced,5482,5,3,4,Male,Manufacturing Director,57259268
41,No,Sales,2,4,Life Sciences,4,2,Single,16015,1,3,22,Male,Manager,31071504
18,No,Sales,10,3,Medical,4,3,Single,1200,1,3,0,Female,Sales Representative,51271068
28,No,Research & Development,16,2,Medical,2,1,Single,5661,0,3,8,Male,Healthcare Representative,12942615
31,No,Sales,7,3,Technical Degree,2,4,Married,6929,4,2,8,Male,Sales Executive,81668095
39,No,Research & Development,1,3,Medical,3,4,Divorced,9613,0,2,18,Male,Healthcare Representative,11668425
36,No,Research & Development,24,4,Life Sciences,2,2,Married,5674,7,3,9,Female,Laboratory Technician,66613082
32,No,Sales,7,3,Life Sciences,4,3,Married,5484,1,2,13,Male,Sales Executive,64433926
38,No,Research & Development,25,2,Life Sciences,1,2,Married,12061,3,3,10,Female,Research Director,68689296
58,No,Research & Development,1,4,Life Sciences,4,3,Divorced,5660,2,3,5,Male,Healthcare Representative,80116339
31,No,Research & Development,5,4,Technical Degree,3,4,Married,4821,0,3,5,Male,Research Scientist,76955127
31,No,Human Resources,2,3,Human Resources,1,1,Married,6410,3,3,2,Male,Human Resources,52865979
45,No,Research & Development,7,3,Life Sciences,1,1,Divorced,5210,1,3,24,Male,Laboratory Technician,18352737
31,No,Research & Development,2,4,Life Sciences,3,4,Divorced,2695,0,1,2,Male,Research Scientist,30620555
33,No,Research & Development,5,4,Life Sciences,4,2,Married,11878,6,3,10,Female,Manager,44149248
39,No,Research & Development,10,1,Medical,3,1,Married,17068,1,3,21,Male,Manager,73252720
43,No,Research & Development,10,4,Life Sciences,3,4,Single,2455,0,3,8,Female,Laboratory Technician,75947845
49,No,Research & Development,1,2,Technical Degree,3,3,Single,13964,7,3,7,Female,Healthcare Representative,81455793
52,Yes,Research & Development,8,4,Medical,3,2,Married,4941,2,2,8,Male,Research Scientist,13137839
27,No,Research & Development,5,3,Life Sciences,3,2,Single,2478,1,2,4,Female,Research Scientist,85420101
32,No,Sales,8,2,Technical Degree,3,2,Married,5228,1,3,13,Female,Sales Executive,22291417
27,No,Sales,2,3,Life Sciences,4,3,Single,4478,1,3,5,Male,Sales Executive,13167347
31,No,Sales,7,3,Marketing,4,4,Divorced,7547,4,3,7,Male,Sales Executive,62042137
32,No,Research & Development,2,4,Medical,1,4,Single,5055,7,2,7,Female,Research Scientist,30056288
28,Yes,Research & Development,2,4,Medical,1,4,Married,3464,5,2,3,Male,Research Scientist,63530197
30,No,Research & Development,28,2,Medical,4,4,Married,5775,1,3,10,Female,Research Scientist,17398393
31,No,Research & Development,7,2,Life Sciences,3,3,Married,8943,1,3,10,Female,Manufacturing Director,43352109
39,No,Research & Development,7,2,Medical,3,4,Married,19272,1,3,21,Male,Manager,84788010
39,Yes,Sales,3,2,Medical,4,3,Married,5238,4,2,1,Female,Sales Executive,53826437
33,No,Sales,10,3,Marketing,2,4,Single,4682,3,2,7,Male,Sales Executive,75627113
47,No,Research & Development,5,5,Life Sciences,4,3,Married,18300,4,3,3,Male,Research Director,51026969
43,No,Research & Development,10,4,Life Sciences,3,3,Divorced,5257,1,4,9,Female,Laboratory Technician,17429481
27,No,Sales,1,1,Marketing,3,2,Married,6349,0,3,5,Male,Sales Executive,48130075
54,No,Research & Development,20,4,Life Sciences,4,3,Single,4869,3,2,4,Female,Research Scientist,21217161
43,No,Research & Development,7,3,Life Sciences,3,1,Married,9985,8,2,1,Female,Healthcare Representative,67695878
45,No,Research & Development,8,4,Other,4,4,Married,3697,9,3,10,Male,Research Scientist,72473898
40,No,Sales,1,2,Medical,2,4,Married,7457,2,2,4,Male,Sales Executive,47029204
29,Yes,Research & Development,8,4,Other,2,1,Married,2119,1,2,7,Male,Laboratory Technician,16103995
29,No,Research & Development,9,5,Other,2,4,Single,3983,0,3,3,Male,Laboratory Technician,33599809
30,No,Sales,5,3,Marketing,4,3,Divorced,6118,1,3,10,Female,Sales Executive,57251946
27,No,Sales,8,4,Marketing,2,2,Married,6214,1,3,8,Female,Sales Executive,68433145
37,No,Research & Development,5,2,Medical,4,4,Divorced,6347,7,2,6,Male,Manufacturing Director,82659988
38,No,Research & Development,15,2,Life Sciences,3,4,Divorced,11510,0,3,11,Male,Research Director,20205498
31,No,Research & Development,7,4,Medical,3,4,Single,7143,1,2,11,Female,Manufacturing Director,32709739
29,No,Sales,10,1,Marketing,4,2,Divorced,8268,1,3,7,Female,Sales Executive,87998554
35,No,Research & Development,5,4,Technical Degree,3,2,Single,8095,0,3,16,Male,Manufacturing Director,69716420
23,No,Research & Development,26,1,Life Sciences,3,4,Divorced,2904,1,2,4,Male,Research Scientist,53092470
41,No,Research & Development,6,3,Medical,4,2,Single,6032,6,3,5,Male,Manufacturing Director,87616316
47,No,Sales,4,1,Medical,2,3,Single,2976,3,3,0,Male,Sales Representative,24009505
42,No,Research & Development,23,5,Life Sciences,1,4,Single,15992,2,3,1,Female,Research Director,31911571
29,No,Sales,2,3,Life Sciences,4,3,Married,4649,1,2,4,Male,Sales Executive,59300332
42,No,Human Resources,2,1,Technical Degree,3,3,Divorced,2696,0,3,3,Male,Human Resources,38046654
32,No,Research & Development,2,3,Medical,3,2,Married,2370,1,3,8,Female,Laboratory Technician,24374926
48,No,Sales,29,1,Medical,1,3,Married,12504,3,1,0,Female,Manager,75699377
37,No,Research & Development,6,3,Medical,3,1,Divorced,5974,4,3,7,Male,Research Scientist,13920942
30,No,Sales,25,2,Technical Degree,4,3,Married,4736,7,4,2,Female,Sales Executive,48862219
26,No,Sales,1,3,Life Sciences,3,3,Married,5296,1,3,8,Male,Sales Executive,46659053
42,No,Research & Development,2,4,Other,1,4,Single,6781,3,3,1,Male,Healthcare Representative,89429756
21,Yes,Sales,1,1,Technical Degree,1,2,Single,2174,1,3,3,Female,Sales Representative,83814898
36,No,Sales,1,5,Medical,4,4,Single,6653,4,3,1,Female,Sales Executive,52025339
36,No,Sales,3,4,Medical,1,4,Married,9699,4,3,13,Male,Sales Executive,26667319
57,No,Research & Development,1,4,Medical,4,3,Married,6755,2,3,3,Male,Healthcare Representative,40576040
40,No,Research & Development,10,4,Life Sciences,4,3,Married,2213,3,3,7,Female,Laboratory Technician,29071613
21,No,Sales,9,2,Medical,1,4,Single,2610,1,2,3,Male,Sales Representative,72542926
33,Yes,Sales,5,3,Marketing,4,3,Single,2851,1,3,1,Female,Sales Representative,21380251
37,No,Research & Development,10,3,Medical,3,1,Married,3452,6,3,5,Female,Laboratory Technician,44890544
46,No,Research & Development,7,4,Medical,3,3,Married,5258,2,4,1,Female,Manufacturing Director,70591073
41,Yes,Sales,4,3,Marketing,1,2,Single,9355,1,3,8,Male,Sales Executive,10518082
50,No,Research & Development,10,3,Technical Degree,4,4,Single,10496,6,3,4,Male,Healthcare Representative,13137058
40,Yes,Sales,22,2,Marketing,3,3,Married,6380,2,3,6,Male,Sales Executive,38168124
31,No,Research & Development,9,4,Life Sciences,3,2,Single,2657,0,3,2,Male,Research Scientist,29705537
21,Yes,Sales,12,3,Life Sciences,3,2,Single,2716,1,3,1,Female,Sales Representative,86104036
29,No,Research & Development,23,3,Life Sciences,4,4,Single,2201,9,3,3,Male,Research Scientist,10346798
35,No,Research & Development,9,4,Life Sciences,3,2,Single,6540,9,3,1,Male,Healthcare Representative,31217216
27,No,Research & Development,1,2,Medical,4,2,Divorced,3816,1,3,5,Male,Laboratory Technician,53249763
28,No,Sales,9,4,Life Sciences,2,4,Single,5253,1,3,7,Male,Sales Executive,17713165
49,No,Research & Development,7,3,Other,2,3,Single,10965,8,3,5,Male,Healthcare Representative,29815425
51,No,Sales,14,2,Life Sciences,3,4,Married,4936,4,2,7,Female,Sales Executive,26079553
36,No,Research & Development,2,3,Life Sciences,4,3,Married,2543,4,3,2,Female,Research Scientist,36184913
34,Yes,Sales,19,3,Marketing,1,4,Single,5304,8,2,5,Male,Sales Executive,64763136
55,No,Research & Development,2,3,Life Sciences,3,4,Single,16659,2,3,5,Female,Manager,50316679
24,No,Sales,10,4,Marketing,4,3,Divorced,4260,1,4,5,Female,Sales Executive,21803653
30,No,Sales,2,1,Technical Degree,3,2,Married,2476,1,3,1,Male,Sales Representative,47780798
26,Yes,Research & Development,3,1,Technical Degree,3,1,Single,3102,0,3,6,Male,Research Scientist,40898189
22,No,Research & Development,11,3,Medical,1,2,Married,2244,1,3,2,Female,Research Scientist,54253341
36,No,Sales,2,2,Medical,2,3,Married,7596,1,3,10,Male,Sales Executive,89186028
30,Yes,Research & Development,4,3,Technical Degree,3,4,Single,2285,9,3,1,Male,Research Scientist,45513005
37,No,Research & Development,14,3,Life Sciences,4,1,Divorced,3034,1,2,18,Female,Laboratory Technician,17500333
40,No,Sales,2,2,Marketing,4,2,Divorced,5715,7,3,5,Female,Sales Executive,22883207
42,No,Research & Development,1,4,Life Sciences,2,1,Divorced,2576,3,3,5,Female,Laboratory Technician,85670839
37,No,Research & Development,10,4,Life Sciences,3,2,Single,4197,2,2,1,Male,Manufacturing Director,27964683
43,No,Research & Development,12,3,Life Sciences,1,2,Divorced,14336,1,3,25,Male,Research Director,42164074
40,No,Research & Development,2,3,Medical,2,3,Married,3448,6,3,1,Female,Laboratory Technician,74536217
54,No,Research & Development,5,2,Medical,1,1,Married,19406,4,2,4,Male,Research Director,18640144
34,No,Sales,4,4,Marketing,3,3,Married,6538,9,3,3,Female,Sales Executive,41243201
31,No,Research & Development,7,2,Medical,2,1,Married,4306,1,1,13,Female,Manufacturing Director,31226141
43,No,Research & Development,21,3,Medical,4,4,Married,2258,7,3,3,Male,Laboratory Technician,63697836
43,No,Research & Development,8,4,Other,3,3,Divorced,4522,4,3,5,Female,Healthcare Representative,26005340
25,No,Sales,4,2,Life Sciences,2,4,Single,4487,1,3,5,Female,Sales Executive,73444675
37,No,Research & Development,25,5,Medical,2,3,Married,4449,3,3,13,Female,Research Scientist,78273666
31,No,Research & Development,1,2,Life Sciences,4,1,Married,2218,1,3,4,Male,Laboratory Technician,18327039
39,No,Research & Development,1,1,Life Sciences,2,3,Divorced,19197,1,3,21,Male,Manager,70749356
56,No,Sales,6,3,Life Sciences,3,1,Married,13212,9,2,7,Female,Sales Executive,88975028
30,No,Sales,12,3,Technical Degree,2,3,Single,6577,0,3,5,Female,Sales Executive,41551420
41,No,Sales,1,3,Marketing,2,1,Married,8392,1,3,10,Male,Sales Executive,44045232
28,No,Research & Development,17,2,Medical,3,1,Divorced,4558,1,3,10,Male,Laboratory Technician,81548209
25,Yes,Research & Development,3,3,Medical,1,1,Married,4031,5,3,2,Male,Laboratory Technician,77866370
52,No,Research & Development,3,3,Medical,4,3,Married,7969,2,3,5,Male,Manufacturing Director,25691813
45,No,Research & Development,10,2,Life Sciences,1,4,Married,2654,3,2,2,Male,Research Scientist,15729152
52,No,Research & Development,4,2,Life Sciences,4,4,Married,16555,2,1,5,Female,Manager,81981661
42,No,Research & Development,29,2,Life Sciences,1,3,Divorced,4556,2,3,5,Female,Research Scientist,27102070
30,No,Research & Development,2,3,Life Sciences,3,4,Single,6091,2,3,5,Female,Manufacturing Director,53814025
60,No,Research & Development,7,3,Life Sciences,1,1,Married,19566,5,1,29,Female,Manager,72039115
46,No,Research & Development,18,3,Medical,3,3,Divorced,4810,2,2,10,Female,Manufacturing Director,18342288
42,No,Research & Development,28,4,Technical Degree,4,4,Married,4523,0,4,6,Female,Healthcare Representative,85756803
24,Yes,Sales,1,1,Technical Degree,1,2,Single,3202,1,3,5,Female,Sales Representative,86367380
34,Yes,Sales,6,2,Marketing,4,3,Divorced,2351,0,2,2,Female,Sales Representative,33560133
38,No,Research & Development,2,2,Life Sciences,4,4,Married,1702,1,3,1,Male,Laboratory Technician,32489310
40,No,Sales,2,4,Life Sciences,3,3,Married,18041,0,3,20,Female,Manager,77848008
26,No,Research & Development,23,3,Life Sciences,1,4,Divorced,2886,1,1,3,Female,Research Scientist,17637652
30,No,Research & Development,3,3,Life Sciences,3,4,Married,2097,4,1,5,Male,Laboratory Technician,52669884
29,No,Research & Development,3,4,Medical,2,3,Married,11935,1,3,10,Male,Research Director,87140652
29,Yes,Research & Development,25,5,Technical Degree,3,2,Married,2546,5,4,2,Female,Research Scientist,85617911
19,Yes,Human Resources,2,2,Technical Degree,1,4,Single,2564,1,4,1,Male,Human Resources,14442298
30,No,Sales,22,4,Other,3,1,Married,8412,0,3,9,Female,Sales Executive,73401218
57,No,Sales,29,3,Marketing,1,4,Divorced,14118,3,2,1,Male,Manager,29342921
50,No,Research & Development,29,4,Life Sciences,2,3,Married,17046,0,3,27,Male,Manager,36874379
30,No,Research & Development,2,3,Medical,3,4,Single,2564,0,2,11,Female,Laboratory Technician,84323586
60,No,Sales,28,3,Marketing,3,1,Married,10266,4,4,18,Female,Sales Executive,60112556
47,No,Research & Development,2,2,Medical,1,4,Divorced,5070,5,3,5,Female,Manufacturing Director,41920556
46,No,Research & Development,2,3,Life Sciences,1,3,Married,17861,6,1,3,Male,Research Director,83413978
35,No,Research & Development,22,3,Life Sciences,4,3,Single,4230,0,3,5,Male,Laboratory Technician,46290929
54,No,Research & Development,8,4,Life Sciences,3,3,Single,3780,7,3,1,Female,Laboratory Technician,22052339
34,No,Research & Development,2,4,Life Sciences,4,3,Divorced,2768,3,3,7,Male,Research Scientist,38289961
46,No,Sales,10,3,Marketing,3,4,Married,9071,2,3,3,Female,Sales Executive,67313910
31,No,Research & Development,9,1,Life Sciences,3,2,Divorced,10648,1,4,13,Male,Manufacturing Director,72813068
33,Yes,Research & Development,15,1,Medical,2,3,Married,13610,7,4,7,Male,Manager,66842655
33,Yes,Research & Development,10,1,Medical,1,4,Divorced,3408,7,3,4,Male,Laboratory Technician,16337065
30,No,Sales,7,1,Marketing,4,2,Single,2983,0,3,3,Male,Sales Representative,14311069
35,No,Research & Development,16,3,Life Sciences,4,3,Married,7632,4,3,8,Male,Healthcare Representative,73461895
31,Yes,Research & Development,20,3,Life Sciences,1,3,Married,9824,3,3,1,Male,Healthcare Representative,14256891
34,Yes,Human Resources,23,3,Human Resources,2,1,Divorced,9950,9,3,3,Female,Human Resources,53717821
42,No,Research & Development,5,2,Other,2,3,Married,2093,4,3,2,Male,Laboratory Technician,59257263
36,No,Sales,10,4,Medical,2,4,Single,9980,1,2,10,Male,Sales Executive,49226214
22,Yes,Research & Development,4,1,Technical Degree,3,3,Single,3894,5,3,2,Male,Laboratory Technician,77326854
48,No,Sales,2,5,Marketing,2,4,Married,4051,2,3,9,Female,Sales Executive,51723629
55,No,Sales,18,5,Life Sciences,1,2,Single,16835,3,3,10,Female,Manager,31806800
41,No,Sales,10,2,Life Sciences,4,4,Single,6230,7,3,14,Male,Sales Executive,83704405
35,No,Sales,1,3,Marketing,2,3,Married,4717,9,3,11,Male,Sales Executive,88426974
40,No,Research & Development,6,3,Life Sciences,2,3,Single,13237,7,3,20,Female,Manufacturing Director,63779699
39,No,Research & Development,8,1,Life Sciences,3,3,Married,3755,1,3,8,Female,Laboratory Technician,53191892
31,No,Sales,2,1,Life Sciences,2,4,Single,6582,4,4,6,Male,Sales Executive,15976588
42,No,Research & Development,24,3,Medical,4,1,Married,7406,1,2,10,Male,Manufacturing Director,44605576
45,No,Sales,2,3,Other,4,2,Married,4805,0,4,8,Male,Sales Executive,44492476
26,Yes,Human Resources,17,4,Life Sciences,2,3,Divorced,2741,0,2,7,Female,Human Resources,74262092
29,No,Research & Development,19,3,Technical Degree,4,4,Divorced,4262,4,4,3,Male,Manufacturing Director,35276904
33,No,Research & Development,1,5,Medical,1,3,Divorced,16184,4,3,6,Female,Research Director,52838495
31,No,Sales,7,3,Life Sciences,3,4,Divorced,11557,9,2,5,Male,Manager,84094107
18,Yes,Sales,5,3,Marketing,2,2,Single,1878,1,3,0,Male,Sales Representative,77919978
40,No,Sales,28,3,Other,3,1,Divorced,10932,3,3,1,Male,Sales Executive,24207595
41,No,Research & Development,2,4,Other,1,3,Single,6811,2,3,8,Female,Healthcare Representative,59625279
26,No,Sales,29,2,Medical,1,3,Divorced,4306,5,3,0,Male,Sales Executive,37277705
35,No,Sales,1,3,Medical,1,3,Single,4859,1,3,5,Female,Sales Executive,18347414
34,No,Sales,21,4,Life Sciences,4,4,Single,5337,1,3,10,Male,Sales Executive,38263065
26,Yes,Research & Development,24,3,Technical Degree,3,4,Single,2340,1,1,1,Male,Laboratory Technician,89158640
37,No,Research & Development,1,3,Technical Degree,2,4,Single,7491,4,4,6,Female,Manufacturing Director,88131906
46,No,Research & Development,18,1,Medical,1,3,Married,10527,5,2,2,Female,Healthcare Representative,25407470
41,No,Sales,2,5,Life Sciences,2,1,Married,16595,7,3,18,Female,Manager,49531515
37,No,Sales,9,4,Medical,1,2,Divorced,8834,1,3,9,Male,Sales Executive,16350498
52,No,Research & Development,6,2,Technical Degree,4,1,Divorced,5577,3,3,10,Male,Research Scientist,38601517
32,Yes,Sales,11,4,Other,4,3,Married,4707,8,3,4,Male,Sales Executive,14445339
24,No,Sales,24,3,Medical,4,4,Married,2400,0,3,2,Male,Sales Representative,71272642
38,No,Research & Development,10,3,Medical,3,3,Married,9824,3,3,1,Female,Healthcare Representative,43950675
37,No,Research & Development,1,4,Life Sciences,2,2,Married,6447,6,2,6,Female,Manufacturing Director,60150241
49,No,Research & Development,18,4,Life Sciences,4,3,Divorced,19502,1,3,31,Male,Research Director,76378890
24,No,Research & Development,23,3,Medical,2,4,Married,2725,1,3,6,Male,Research Scientist,53698380
26,No,Sales,28,2,Marketing,1,2,Married,6272,1,4,5,Male,Sales Executive,22798677
24,No,Research & Development,17,2,Other,4,2,Married,2127,1,3,1,Male,Laboratory Technician,14123044
50,No,Human Resources,3,3,Medical,1,2,Married,18200,1,3,32,Male,Manager,80013519
25,No,Sales,13,1,Medical,2,3,Married,2096,1,3,7,Male,Sales Representative,82781755
24,Yes,Research & Development,7,3,Life Sciences,1,3,Married,2886,1,3,6,Female,Laboratory Technician,38639246
30,Yes,Sales,12,4,Life Sciences,2,1,Married,2033,1,4,1,Male,Sales Representative,20771290
34,No,Research & Development,1,2,Life Sciences,2,4,Married,3622,1,3,6,Male,Research Scientist,39708392
31,Yes,Sales,13,4,Medical,2,1,Divorced,4233,2,1,3,Male,Sales Executive,50975515
35,No,Research & Development,25,2,Other,1,4,Single,3681,4,3,3,Male,Laboratory Technician,61782351
31,No,Sales,6,4,Medical,1,4,Divorced,5460,4,4,7,Male,Sales Executive,61684572
27,No,Research & Development,6,4,Medical,1,3,Divorced,2187,0,2,5,Female,Research Scientist,57731037
37,No,Sales,2,3,Marketing,4,3,Married,9602,4,2,3,Male,Sales Executive,62301376
20,No,Research & Development,1,3,Life Sciences,4,2,Single,2836,1,4,1,Female,Research Scientist,24336662
42,No,Research & Development,2,4,Life Sciences,3,4,Married,4089,1,3,10,Female,Healthcare Representative,75834948
43,No,Research & Development,6,4,Other,2,4,Divorced,16627,4,2,1,Male,Research Director,58255060
38,No,Research & Development,1,1,Life Sciences,3,1,Single,2619,3,2,0,Female,Research Scientist,38022677
43,No,Research & Development,9,5,Medical,4,3,Divorced,5679,3,3,8,Male,Laboratory Technician,79236972
48,No,Research & Development,1,4,Life Sciences,4,1,Married,15402,7,1,3,Female,Manager,63944695
44,No,Human Resources,1,4,Life Sciences,1,3,Single,5985,4,4,2,Female,Human Resources,42084837
34,No,Sales,14,3,Technical Degree,3,3,Divorced,2579,1,3,8,Female,Sales Representative,19184702
27,Yes,Sales,2,1,Marketing,3,1,Divorced,3041,0,3,4,Male,Sales Representative,17360927
21,No,Sales,22,1,Technical Degree,3,3,Single,3447,1,3,3,Male,Sales Representative,22614507
44,No,Research & Development,3,4,Other,4,4,Married,19513,4,4,2,Male,Manager,28436319
22,No,Research & Development,6,1,Medical,1,3,Married,2773,0,3,2,Male,Research Scientist,49471040
33,No,Sales,8,4,Marketing,3,3,Divorced,7104,0,3,5,Male,Sales Executive,24219172
32,No,Research & Development,9,4,Life Sciences,1,4,Married,6322,1,2,6,Female,Research Scientist,83512638
30,No,Research & Development,3,3,Medical,3,3,Divorced,2083,1,3,1,Female,Research Scientist,82625208
53,No,Sales,1,1,Medical,4,1,Single,8381,7,4,14,Female,Sales Executive,82369431
34,No,Research & Development,1,5,Life Sciences,2,4,Married,2691,1,2,10,Male,Research Scientist,63751974
45,Yes,Sales,26,4,Life Sciences,1,1,Married,4286,2,3,1,Female,Sales Executive,56700864
26,No,Research & Development,6,3,Life Sciences,3,4,Married,2659,1,3,3,Female,Laboratory Technician,15322892
37,No,Research & Development,3,3,Other,3,3,Married,9434,1,3,10,Male,Manufacturing Director,71171331
29,No,Sales,3,2,Medical,2,3,Married,5561,1,2,6,Female,Sales Executive,36763716
35,No,Research & Development,6,4,Life Sciences,2,4,Single,6646,1,3,17,Male,Research Scientist,77009306
33,No,Research & Development,6,3,Life Sciences,3,4,Divorced,7725,3,1,13,Male,Healthcare Representative,53161445
54,No,Human Resources,19,4,Medical,3,2,Married,10725,2,4,9,Male,Human Resources,12911051
36,No,Research & Development,9,2,Medical,2,2,Divorced,8847,2,3,3,Male,Manufacturing Director,35230395
27,No,Research & Development,3,4,Medical,1,4,Single,2045,0,3,4,Male,Research Scientist,61030181
20,Yes,Research & Development,10,1,Medical,4,3,Single,1009,1,3,1,Male,Research Scientist,76933938
33,Yes,Research & Development,3,3,Life Sciences,1,1,Single,3348,1,3,10,Male,Research Scientist,23967690
35,No,Research & Development,3,3,Life Sciences,3,3,Married,1281,1,3,1,Male,Laboratory Technician,14068938
23,No,Research & Development,4,3,Medical,1,1,Married,2819,2,4,3,Male,Research Scientist,57724914
25,No,Sales,8,3,Life Sciences,4,2,Married,4851,0,3,3,Male,Sales Executive,83101696
38,No,Sales,7,4,Marketing,4,4,Single,4028,0,3,7,Female,Sales Executive,21374322
29,No,Research & Development,1,4,Life Sciences,2,4,Divorced,2720,1,3,10,Male,Research Scientist,25992581
48,No,Sales,2,1,Marketing,2,2,Married,8120,3,3,2,Male,Sales Executive,31222042
27,No,Sales,3,1,Medical,4,4,Divorced,4647,1,3,6,Female,Sales Executive,72355243
37,No,Research & Development,10,2,Life Sciences,4,4,Single,4680,3,3,1,Male,Research Scientist,67316667
50,No,Research & Development,28,1,Medical,4,3,Married,3221,1,3,20,Male,Laboratory Technician,87780502
34,No,Research & Development,9,3,Medical,4,2,Single,8621,1,4,8,Female,Healthcare Representative,22973101
24,Yes,Sales,3,2,Life Sciences,1,3,Single,4577,9,3,2,Female,Sales Executive,58325866
39,No,Research & Development,2,4,Technical Degree,4,3,Single,4553,1,3,20,Female,Healthcare Representative,52266040
32,No,Sales,10,3,Marketing,4,4,Single,5396,1,2,10,Male,Sales Executive,56797812
50,Yes,Sales,8,2,Technical Degree,2,3,Married,6796,3,3,4,Male,Sales Executive,58732940
38,No,Research & Development,1,4,Life Sciences,2,4,Single,7625,0,2,9,Female,Healthcare Representative,77928216
27,No,Research & Development,1,2,Life Sciences,3,1,Married,7412,1,3,9,Female,Manufacturing Director,23771302
32,No,Research & Development,3,2,Life Sciences,3,4,Single,11159,3,3,7,Female,Research Director,68175667
47,No,Sales,14,4,Marketing,4,1,Single,4960,2,3,7,Male,Sales Executive,63203790
40,No,Sales,5,4,Life Sciences,4,1,Married,10475,5,3,18,Male,Sales Executive,86741670
53,No,Research & Development,7,3,Life Sciences,3,3,Married,14814,3,3,5,Male,Research Director,25320255
41,No,Human Resources,10,4,Human Resources,2,4,Divorced,19141,3,2,21,Male,Manager,54856703
60,No,Sales,16,4,Marketing,1,1,Single,5405,8,3,2,Male,Sales Executive,19010365
27,No,Research & Development,10,2,Life Sciences,4,1,Divorced,8793,1,2,9,Male,Manufacturing Director,26193000
41,No,Human Resources,1,3,Human Resources,4,3,Married,19189,1,3,22,Male,Manager,53541505
50,No,Sales,8,4,Marketing,4,2,Married,3875,7,3,2,Male,Sales Representative,66120413
28,Yes,Research & Development,1,2,Life Sciences,1,2,Single,2216,7,3,7,Female,Research Scientist,28287579
36,No,Research & Development,8,3,Life Sciences,1,1,Married,11713,9,3,8,Female,Research Director,16015384
38,No,Research & Development,1,3,Life Sciences,3,3,Single,7861,4,4,1,Female,Manufacturing Director,47912594
44,No,Research & Development,24,3,Medical,1,3,Single,3708,2,3,5,Male,Laboratory Technician,13722133
47,No,Sales,3,3,Medical,4,3,Divorced,13770,9,2,22,Female,Sales Executive,13076999
30,No,Sales,27,5,Marketing,3,4,Divorced,5304,7,2,8,Male,Sales Executive,47382729
29,No,Sales,10,3,Life Sciences,3,3,Single,2642,1,3,1,Male,Sales Representative,80633568
42,Yes,Research & Development,19,3,Medical,3,3,Divorced,2759,6,3,2,Male,Research Scientist,74492535
43,No,Sales,15,3,Life Sciences,4,4,Married,6804,3,3,2,Male,Sales Executive,27110536
34,No,Research & Development,8,2,Medical,2,3,Single,6142,3,3,5,Female,Healthcare Representative,34199777
23,No,Research & Development,9,1,Medical,2,1,Married,2500,1,4,4,Male,Laboratory Technician,72602461
39,No,Human Resources,3,3,Human Resources,3,2,Married,6389,9,1,8,Female,Human Resources,78276738
